locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNBKKNJO_04337	CDS	597	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LNBKKNJO_04338	CDS	636	ihfA			Integration host factor subunit alpha
LNBKKNJO_04339	CDS	939	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
LNBKKNJO_04340	CDS	2247	ppk	2.7.4.1	COG0855	Polyphosphate kinase
LNBKKNJO_04341	CDS	654	fbiD	2.7.7.68	COG1920	Phosphoenolpyruvate guanylyltransferase
LNBKKNJO_04342	CDS	303				hypothetical protein
LNBKKNJO_04343	CDS	1602	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
LNBKKNJO_04344	CDS	702				hypothetical protein
LNBKKNJO_04345	CDS	405				hypothetical protein
LNBKKNJO_04346	CDS	225				hypothetical protein
LNBKKNJO_04347	CDS	786				hypothetical protein
LNBKKNJO_04348	CDS	1464	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LNBKKNJO_04349	CDS	1257		1.14.-.-	COG2124	Putative cytochrome P450 126
LNBKKNJO_04350	CDS	492				hypothetical protein
LNBKKNJO_04351	CDS	798	yisK		COG0179	putative protein YisK
LNBKKNJO_04352	CDS	1470	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
LNBKKNJO_04353	tRNA	73				tRNA-Gln(ctg)
LNBKKNJO_04354	tRNA	74				tRNA-Glu(ctc)
LNBKKNJO_04355	CDS	522				hypothetical protein
LNBKKNJO_04356	CDS	966				hypothetical protein
LNBKKNJO_04357	CDS	1884	mmpL1_3		COG2409	putative transport protein MmpL1
LNBKKNJO_04358	CDS	1017	mmpL1_4		COG2409	putative transport protein MmpL1
LNBKKNJO_04359	CDS	429	mmpS4_4			Siderophore export accessory protein MmpS4
LNBKKNJO_04360	CDS	234				hypothetical protein
LNBKKNJO_04361	CDS	135				hypothetical protein
LNBKKNJO_04362	CDS	432				hypothetical protein
LNBKKNJO_04363	CDS	351				hypothetical protein
LNBKKNJO_04364	CDS	660	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
LNBKKNJO_04365	CDS	687	dinB_2	2.7.7.7		DNA polymerase IV
LNBKKNJO_04366	CDS	651	ethR_2			HTH-type transcriptional regulator EthR
LNBKKNJO_04367	CDS	1470	ethA_2	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
LNBKKNJO_04368	CDS	636	rraA			Regulator of ribonuclease activity A
LNBKKNJO_04369	CDS	471				hypothetical protein
LNBKKNJO_04370	CDS	318				hypothetical protein
LNBKKNJO_04371	CDS	657				hypothetical protein
LNBKKNJO_04372	CDS	399	espR			Nucleoid-associated protein EspR
LNBKKNJO_04373	CDS	831				hypothetical protein
LNBKKNJO_04374	CDS	930	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
LNBKKNJO_04375	CDS	843	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LNBKKNJO_04376	CDS	534	bpa			Bacterial proteasome activator
LNBKKNJO_04377	CDS	1974				hypothetical protein
LNBKKNJO_04378	CDS	1197			COG0520	putative protein
LNBKKNJO_04379	CDS	993	ppsC_2	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
LNBKKNJO_04380	tRNA	90				tRNA-Ser(tga)
LNBKKNJO_04381	CDS	279				hypothetical protein
LNBKKNJO_04382	CDS	1065	oxdC	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
LNBKKNJO_04383	CDS	222				PE-PGRS family protein PE_PGRS16
LNBKKNJO_04384	CDS	537				hypothetical protein
LNBKKNJO_04385	CDS	510				hypothetical protein
LNBKKNJO_04386	CDS	666	echA6_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
LNBKKNJO_04387	CDS	1215			COG4325	putative protein
LNBKKNJO_04388	CDS	1311				putative protein
LNBKKNJO_04389	CDS	693			COG3884	putative protein
LNBKKNJO_04390	CDS	828				putative PPE family protein PPE42
LNBKKNJO_04391	CDS	762			COG2239	Magnesium transporter MgtE
LNBKKNJO_04392	CDS	1035	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
LNBKKNJO_04393	CDS	693			COG0586	putative membrane protein
LNBKKNJO_04394	CDS	1116				hypothetical protein
LNBKKNJO_04395	CDS	933	cya_2	4.6.1.1	COG2114	Adenylate cyclase
LNBKKNJO_04396	CDS	1128				hypothetical protein
LNBKKNJO_04397	CDS	639				hypothetical protein
LNBKKNJO_04398	CDS	1755			COG0664	putative NTE family protein
LNBKKNJO_04399	CDS	867	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
LNBKKNJO_04400	CDS	1566	mdtD_7			Putative multidrug resistance protein MdtD
LNBKKNJO_04401	CDS	537				hypothetical protein
LNBKKNJO_04402	CDS	726				putative protein
LNBKKNJO_04403	CDS	606				hypothetical protein
LNBKKNJO_04404	CDS	561				hypothetical protein
LNBKKNJO_04405	CDS	672				hypothetical protein
LNBKKNJO_04406	CDS	1095	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
LNBKKNJO_04407	CDS	273				hypothetical protein
LNBKKNJO_04408	CDS	1911	pknD_7	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
LNBKKNJO_04409	CDS	825				hypothetical protein
LNBKKNJO_04410	CDS	471				hypothetical protein
LNBKKNJO_04411	CDS	711	dhlB	3.8.1.2		(S)-2-haloacid dehalogenase
LNBKKNJO_04412	CDS	399				hypothetical protein
LNBKKNJO_04413	CDS	144	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
LNBKKNJO_04414	CDS	690	hpf		COG1544	Ribosome hibernation promotion factor
LNBKKNJO_04415	CDS	2853	secA1		COG0653	Protein translocase subunit SecA 1
LNBKKNJO_04416	CDS	2643	mdtD_8			Putative multidrug resistance protein MdtD
LNBKKNJO_04417	CDS	243	mddA	2.1.1.334	COG2020	Methanethiol S-methyltransferase
LNBKKNJO_04418	CDS	426				hypothetical protein
LNBKKNJO_04419	CDS	813	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
LNBKKNJO_04420	CDS	1755	sdhA_1	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
LNBKKNJO_04421	CDS	468				hypothetical protein
LNBKKNJO_04422	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
LNBKKNJO_04423	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
LNBKKNJO_04424	CDS	1302	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
LNBKKNJO_04425	CDS	1089	add	3.5.4.4	COG1816	Adenosine deaminase
LNBKKNJO_04426	CDS	435				hypothetical protein
LNBKKNJO_04427	CDS	399				hypothetical protein
LNBKKNJO_04428	CDS	657	degU		COG2197	Transcriptional regulatory protein DegU
LNBKKNJO_04429	CDS	927				hypothetical protein
LNBKKNJO_04430	CDS	420		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
LNBKKNJO_04431	CDS	882	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
LNBKKNJO_04432	CDS	1122	accA1_3		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
LNBKKNJO_04433	CDS	1167	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LNBKKNJO_04434	CDS	507	paaZ		COG2030	Bifunctional protein PaaZ
LNBKKNJO_04435	CDS	822	citE	4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
LNBKKNJO_04436	CDS	237	bkdA_1	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
LNBKKNJO_04437	CDS	501	bkdA_2	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
LNBKKNJO_04438	CDS	750				hypothetical protein
LNBKKNJO_04439	CDS	1590	mdtD_9			Putative multidrug resistance protein MdtD
LNBKKNJO_04440	CDS	1179				PPE family protein PPE26
LNBKKNJO_04441	CDS	1314				hypothetical protein
LNBKKNJO_04442	CDS	1770	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
LNBKKNJO_04443	CDS	1290	cinA_2		COG1058	CinA-like protein
LNBKKNJO_04444	CDS	1020	nanT			Sialic acid transporter NanT
LNBKKNJO_04445	CDS	591				hypothetical protein
LNBKKNJO_04446	CDS	486				hypothetical protein
LNBKKNJO_04447	CDS	402				hypothetical protein
LNBKKNJO_04448	CDS	441				hypothetical protein
LNBKKNJO_04449	CDS	876	aao	1.4.3.3	COG0665	putative D-amino-acid oxidase
LNBKKNJO_04450	CDS	471				hypothetical protein
LNBKKNJO_04451	CDS	426				hypothetical protein
LNBKKNJO_04452	CDS	636				hypothetical protein
LNBKKNJO_04453	CDS	741	hyuE	5.1.99.5		Hydantoin racemase
LNBKKNJO_04454	CDS	294				hypothetical protein
LNBKKNJO_04455	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
LNBKKNJO_04456	CDS	492				hypothetical protein
LNBKKNJO_04457	CDS	702				hypothetical protein
LNBKKNJO_04458	CDS	1287	eno	4.2.1.11	COG0148	Enolase
LNBKKNJO_04459	CDS	732				hypothetical protein
LNBKKNJO_04460	CDS	1101	mazG_3	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
LNBKKNJO_04461	CDS	468	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
LNBKKNJO_04462	CDS	180				hypothetical protein
LNBKKNJO_04463	CDS	231				hypothetical protein
LNBKKNJO_04464	CDS	612				hypothetical protein
LNBKKNJO_04465	CDS	477				hypothetical protein
LNBKKNJO_04466	CDS	243				hypothetical protein
LNBKKNJO_04467	CDS	696		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
LNBKKNJO_04468	CDS	711	prrA			Transcriptional regulatory protein PrrA
LNBKKNJO_04469	CDS	1359	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
LNBKKNJO_04470	CDS	639	arfC			putative membrane protein ArfC
LNBKKNJO_04471	CDS	216				hypothetical protein
LNBKKNJO_04472	CDS	999	arfA		COG2885	Peptidoglycan-binding protein ArfA
LNBKKNJO_04473	CDS	264				putative protein
LNBKKNJO_04474	CDS	291			COG1233	putative protein
LNBKKNJO_04475	CDS	351				hypothetical protein
LNBKKNJO_04476	CDS	411				hypothetical protein
LNBKKNJO_04477	CDS	1002	auaH_1	1.1.1.394		Aurachin B dehydrogenase
LNBKKNJO_04478	CDS	1062				hypothetical protein
LNBKKNJO_04479	CDS	1014	bfmBAB_2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
LNBKKNJO_04480	CDS	1311				hypothetical protein
LNBKKNJO_04481	CDS	1029	virS_1			HTH-type transcriptional regulator VirS
LNBKKNJO_04482	CDS	831				hypothetical protein
LNBKKNJO_04483	CDS	1779	lpqB			Lipoprotein LpqB
LNBKKNJO_04484	CDS	1680	mtrB	2.7.13.3		Sensor histidine kinase MtrB
LNBKKNJO_04485	CDS	687	mtrA		COG0745	DNA-binding response regulator MtrA
LNBKKNJO_04486	CDS	654	tmk	2.7.4.9	COG0125	Thymidylate kinase
LNBKKNJO_04487	CDS	243				hypothetical protein
LNBKKNJO_04488	CDS	1050				PPE family protein PPE34
LNBKKNJO_04489	CDS	1464				hypothetical protein
LNBKKNJO_04490	CDS	1236	ftsH_4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LNBKKNJO_04491	CDS	1029				hypothetical protein
LNBKKNJO_04492	CDS	846				hypothetical protein
LNBKKNJO_04493	tmRNA	366	ssrA			transfer-messenger RNA, SsrA
LNBKKNJO_04494	CDS	1623				hypothetical protein
LNBKKNJO_04495	CDS	153				hypothetical protein
LNBKKNJO_04496	tRNA	77				tRNA-Pro(ggg)
LNBKKNJO_04497	CDS	1410	der		COG1160	GTPase Der
LNBKKNJO_04498	CDS	729	cmk	2.7.4.25	COG0283	Cytidylate kinase
LNBKKNJO_04499	CDS	762		5.4.99.-	COG1187	putative RNA pseudouridine synthase
LNBKKNJO_04500	CDS	708	scpB			Segregation and condensation protein B
LNBKKNJO_04501	CDS	828	scpA_2		COG1354	Segregation and condensation protein A
LNBKKNJO_04502	CDS	753			COG1192	putative protein
LNBKKNJO_04503	CDS	453				hypothetical protein
LNBKKNJO_04504	CDS	1788	hscA_2			Chaperone protein HscA
LNBKKNJO_04505	CDS	348	iniC_1		COG0699	Isoniazid-induced protein IniC
LNBKKNJO_04506	CDS	1197	iniC_2		COG0699	Isoniazid-induced protein IniC
LNBKKNJO_04507	CDS	1806	iniA		COG0699	Isoniazid-induced protein IniA
LNBKKNJO_04508	CDS	840				hypothetical protein
LNBKKNJO_04509	CDS	366				hypothetical protein
LNBKKNJO_04510	CDS	300				hypothetical protein
LNBKKNJO_04511	CDS	1131				putative PPE family protein PPE51
LNBKKNJO_04512	CDS	342				hypothetical protein
LNBKKNJO_04513	CDS	564				hypothetical protein
LNBKKNJO_04514	CDS	765	nei	3.2.2.-	COG0266	Endonuclease 8
LNBKKNJO_04515	CDS	546				hypothetical protein
LNBKKNJO_04516	CDS	3765	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
LNBKKNJO_04517	CDS	840	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
LNBKKNJO_04518	CDS	429		2.7.7.-		A-adding tRNA nucleotidyltransferase
LNBKKNJO_04519	CDS	603				hypothetical protein
LNBKKNJO_04520	CDS	1917	lepA	3.6.5.-	COG0481	Elongation factor 4
LNBKKNJO_04521	CDS	729				hypothetical protein
LNBKKNJO_04522	CDS	774				hypothetical protein
LNBKKNJO_04523	CDS	903		3.2.1.28	COG3387	Trehalase
LNBKKNJO_04524	CDS	1824		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
LNBKKNJO_04525	CDS	1188				hypothetical protein
LNBKKNJO_04526	CDS	753				hypothetical protein
LNBKKNJO_04527	CDS	1092				hypothetical protein
LNBKKNJO_04528	CDS	720				hypothetical protein
LNBKKNJO_04529	CDS	1302	rebH_2	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
LNBKKNJO_04530	CDS	240			COG1929	putative protein
LNBKKNJO_04531	CDS	357				Protein
LNBKKNJO_04532	CDS	690				putative protein
LNBKKNJO_04533	CDS	975	adoK	2.7.1.20	COG0524	Adenosine kinase
LNBKKNJO_04534	CDS	2196	asnB	6.3.5.4	COG0367	Putative asparagine synthetase [glutamine-hydrolyzing]
LNBKKNJO_04535	CDS	1104	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
LNBKKNJO_04536	CDS	420	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
LNBKKNJO_04537	CDS	99				hypothetical protein
LNBKKNJO_04538	CDS	624				hypothetical protein
LNBKKNJO_04539	CDS	681				hypothetical protein
LNBKKNJO_04540	CDS	768	rbbA		COG0842	Ribosome-associated ATPase
LNBKKNJO_04541	CDS	612		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
LNBKKNJO_04542	CDS	1293	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
LNBKKNJO_04543	CDS	1884				hypothetical protein
LNBKKNJO_04544	CDS	282	plcA_1	3.1.4.3	COG3511	Phospholipase C 1
LNBKKNJO_04545	CDS	1083	plcB_5	3.1.4.3	COG3511	Phospholipase C 2
LNBKKNJO_04546	CDS	1437	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
LNBKKNJO_04547	CDS	1158				hypothetical protein
LNBKKNJO_04548	CDS	339				hypothetical protein
LNBKKNJO_04549	CDS	846				hypothetical protein
LNBKKNJO_04550	CDS	567			COG1309	putative HTH-type transcriptional regulator
LNBKKNJO_04551	CDS	285			COG2141	putative protein
LNBKKNJO_04552	CDS	138				hypothetical protein
LNBKKNJO_04553	CDS	951		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
LNBKKNJO_04554	CDS	1110	mdtD_10			Putative multidrug resistance protein MdtD
LNBKKNJO_04555	CDS	1380	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
LNBKKNJO_04556	CDS	483				hypothetical protein
LNBKKNJO_04557	CDS	855	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LNBKKNJO_04558	CDS	282	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
LNBKKNJO_04559	CDS	1020	mhpA_4	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
LNBKKNJO_04560	CDS	864	hsaD_3	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
LNBKKNJO_04561	CDS	1041	bphC	1.13.11.39	COG0346	Biphenyl-2,3-diol 1,2-dioxygenase
LNBKKNJO_04562	CDS	636				hypothetical protein
LNBKKNJO_04563	CDS	999	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
LNBKKNJO_04564	CDS	972	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
LNBKKNJO_04565	CDS	1182				hypothetical protein
LNBKKNJO_04566	CDS	507		2.7.1.-	COG3896	Putative O-phosphotransferase
LNBKKNJO_04567	CDS	1638		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
LNBKKNJO_04568	CDS	657			COG0586	putative membrane protein
LNBKKNJO_04569	CDS	606				hypothetical protein
LNBKKNJO_04570	CDS	441				hypothetical protein
LNBKKNJO_04571	CDS	948		1.11.1.-	COG0753	Catalase-related peroxidase
LNBKKNJO_04572	CDS	375				hypothetical protein
LNBKKNJO_04573	CDS	360				hypothetical protein
LNBKKNJO_04574	CDS	471	cadI		COG0346	Cadmium-induced protein CadI
LNBKKNJO_04575	CDS	513				hypothetical protein
LNBKKNJO_04576	CDS	705				hypothetical protein
LNBKKNJO_04577	CDS	1533				hypothetical protein
LNBKKNJO_04578	tRNA	75				tRNA-Leu(taa)
LNBKKNJO_04579	CDS	825				hypothetical protein
LNBKKNJO_04580	CDS	1173				PPE family protein PPE15
LNBKKNJO_04581	CDS	297	esxP_2			ESAT-6-like protein EsxP
LNBKKNJO_04582	CDS	285	esxN_3			ESAT-6-like protein EsxN
LNBKKNJO_04583	CDS	576				putative protein
LNBKKNJO_04584	CDS	1092	ygfZ			tRNA-modifying protein YgfZ
LNBKKNJO_04585	CDS	180				hypothetical protein
LNBKKNJO_04586	CDS	1026	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
LNBKKNJO_04587	CDS	1527	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
LNBKKNJO_04588	CDS	390				hypothetical protein
LNBKKNJO_04589	CDS	1227				hypothetical protein
LNBKKNJO_04590	CDS	1797	betS			Glycine betaine/proline betaine transporter BetS
LNBKKNJO_04591	CDS	2127	katG2	1.11.1.21	COG0376	Catalase-peroxidase 2
LNBKKNJO_04592	CDS	417	furA		COG0735	Transcriptional regulator FurA
LNBKKNJO_04593	CDS	450				hypothetical protein
LNBKKNJO_04594	CDS	822		3.2.1.17		Putative peptidoglycan hydrolase
LNBKKNJO_04595	CDS	276				hypothetical protein
LNBKKNJO_04596	CDS	336				hypothetical protein
LNBKKNJO_04597	CDS	378			COG2149	putative protein
LNBKKNJO_04598	CDS	399				hypothetical protein
LNBKKNJO_04599	CDS	534				hypothetical protein
LNBKKNJO_04600	CDS	570				hypothetical protein
LNBKKNJO_04601	CDS	1188				hypothetical protein
LNBKKNJO_04602	CDS	627				hypothetical protein
LNBKKNJO_04603	CDS	1374		1.4.5.-		L-amino acid dehydrogenase
LNBKKNJO_04604	CDS	417				PE-PGRS family protein PE_PGRS26
LNBKKNJO_04605	CDS	675				hypothetical protein
LNBKKNJO_04606	CDS	1644			COG3559	Multidrug efflux system permease protein
LNBKKNJO_04607	CDS	948		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
LNBKKNJO_04608	CDS	639	raaS			HTH-type transcriptional regulatory protein RaaS
LNBKKNJO_04609	CDS	1818				putative PPE family protein PPE40
LNBKKNJO_04610	CDS	1068				hypothetical protein
LNBKKNJO_04611	CDS	1497	nhaP_2			K(+)/H(+) antiporter NhaP
LNBKKNJO_04612	CDS	723	trkA_3		COG0569	Trk system potassium uptake protein TrkA
LNBKKNJO_04613	CDS	2364	yhgF		COG2183	Protein YhgF
LNBKKNJO_04614	CDS	369				hypothetical protein
LNBKKNJO_04615	CDS	1446				putative PPE family protein PPE37
LNBKKNJO_04616	CDS	126	metH_2	2.1.1.13	COG0646	Methionine synthase
LNBKKNJO_04617	CDS	879				hypothetical protein
LNBKKNJO_04618	CDS	1122			COG0654	putative protein
LNBKKNJO_04619	CDS	882	hcaB_5	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LNBKKNJO_04620	CDS	1236	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
LNBKKNJO_04621	CDS	906				putative protein
LNBKKNJO_04622	CDS	1305				hypothetical protein
LNBKKNJO_04623	CDS	123				hypothetical protein
LNBKKNJO_04624	CDS	765				hypothetical protein
LNBKKNJO_04625	CDS	870			COG2141	putative protein
LNBKKNJO_04626	CDS	843		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
LNBKKNJO_04627	CDS	837		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
LNBKKNJO_04628	CDS	252				hypothetical protein
LNBKKNJO_04629	CDS	426	moaE2_1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
LNBKKNJO_04630	CDS	486	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
LNBKKNJO_04631	CDS	537	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
LNBKKNJO_04632	CDS	210				hypothetical protein
LNBKKNJO_04633	CDS	1044				hypothetical protein
LNBKKNJO_04634	CDS	1191				hypothetical protein
LNBKKNJO_04635	CDS	1653				hypothetical protein
LNBKKNJO_04636	CDS	408				hypothetical protein
LNBKKNJO_04637	CDS	396	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
LNBKKNJO_04638	CDS	468				hypothetical protein
LNBKKNJO_04639	CDS	1422	ulaE	5.1.3.22		L-ribulose-5-phosphate 3-epimerase UlaE
LNBKKNJO_04640	CDS	852				hypothetical protein
LNBKKNJO_04641	CDS	1089				hypothetical protein
LNBKKNJO_04642	CDS	1380				hypothetical protein
LNBKKNJO_04643	CDS	804				hypothetical protein
LNBKKNJO_04644	CDS	819				hypothetical protein
LNBKKNJO_04645	CDS	738				hypothetical protein
LNBKKNJO_04646	CDS	267				hypothetical protein
LNBKKNJO_04647	CDS	270	tuf_3			Elongation factor Tu
LNBKKNJO_04648	CDS	369				hypothetical protein
LNBKKNJO_04649	CDS	810	glcA	3.2.1.39		Glucan endo-1,3-beta-glucosidase A1
LNBKKNJO_04650	CDS	804	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
LNBKKNJO_04651	CDS	1320				hypothetical protein
LNBKKNJO_04652	CDS	630	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
LNBKKNJO_04653	CDS	663	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
LNBKKNJO_04654	CDS	1020	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
LNBKKNJO_04655	CDS	198				hypothetical protein
LNBKKNJO_04656	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
LNBKKNJO_04657	CDS	729		3.1.1.3		Lipase 2
LNBKKNJO_04658	CDS	525				hypothetical protein
LNBKKNJO_04659	CDS	633				hypothetical protein
LNBKKNJO_04660	CDS	1359				hypothetical protein
LNBKKNJO_04661	CDS	765				hypothetical protein
LNBKKNJO_04662	CDS	261				hypothetical protein
LNBKKNJO_04663	CDS	267				hypothetical protein
LNBKKNJO_04664	CDS	216				hypothetical protein
LNBKKNJO_04665	CDS	1116				hypothetical protein
LNBKKNJO_04666	CDS	258				hypothetical protein
LNBKKNJO_04667	CDS	597				hypothetical protein
LNBKKNJO_04668	CDS	474				hypothetical protein
LNBKKNJO_04669	CDS	891	egtC_2	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
LNBKKNJO_04670	CDS	870				hypothetical protein
LNBKKNJO_04671	CDS	1065			COG1752	putative NTE family protein
LNBKKNJO_04672	CDS	468				hypothetical protein
LNBKKNJO_04673	CDS	582				hypothetical protein
LNBKKNJO_04674	CDS	384				hypothetical protein
LNBKKNJO_04675	CDS	120				hypothetical protein
LNBKKNJO_04676	CDS	321				hypothetical protein
LNBKKNJO_04677	CDS	276				PPE family protein PPE34
LNBKKNJO_04678	CDS	747		2.1.1.-	COG4122	Putative O-methyltransferase
LNBKKNJO_04679	CDS	768	sigE		COG1595	ECF RNA polymerase sigma factor SigE
LNBKKNJO_04680	CDS	405				hypothetical protein
LNBKKNJO_04681	CDS	1515				hypothetical protein
LNBKKNJO_04682	CDS	393	tatB			Sec-independent protein translocase protein TatB
LNBKKNJO_04683	CDS	1161	mrp		COG0489	Iron-sulfur cluster carrier protein
LNBKKNJO_04684	CDS	255				hypothetical protein
LNBKKNJO_04685	CDS	825	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
LNBKKNJO_04686	CDS	585				hypothetical protein
LNBKKNJO_04687	CDS	459				hypothetical protein
LNBKKNJO_04688	CDS	1086	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
LNBKKNJO_04689	tRNA	90				tRNA-Ser(gct)
LNBKKNJO_04690	tRNA	74				tRNA-Arg(acg)
LNBKKNJO_04691	CDS	1020				hypothetical protein
LNBKKNJO_04692	CDS	723				hypothetical protein
LNBKKNJO_04693	CDS	609				hypothetical protein
LNBKKNJO_04694	CDS	888				hypothetical protein
LNBKKNJO_04695	CDS	423				hypothetical protein
LNBKKNJO_04696	CDS	390				hypothetical protein
LNBKKNJO_04697	CDS	480			COG1959	Putative HTH-type transcriptional regulator
LNBKKNJO_04698	CDS	1851	cysNC		COG0529	Bifunctional enzyme CysN/CysC
LNBKKNJO_04699	CDS	933	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
LNBKKNJO_04700	CDS	741				hypothetical protein
LNBKKNJO_04701	CDS	1716				hypothetical protein
LNBKKNJO_04702	CDS	1710				hypothetical protein
LNBKKNJO_04703	CDS	951				hypothetical protein
LNBKKNJO_04704	CDS	588				hypothetical protein
LNBKKNJO_04705	CDS	447	mmpS4_5			Siderophore export accessory protein MmpS4
LNBKKNJO_04706	CDS	1926	mmpL4_10		COG2409	Siderophore exporter MmpL4
LNBKKNJO_04707	CDS	489	mmpL5_2		COG2409	Siderophore exporter MmpL5
LNBKKNJO_04708	CDS	606	mmpL2		COG2409	putative transport protein MmpL2
LNBKKNJO_04709	CDS	348				hypothetical protein
LNBKKNJO_04710	CDS	336				hypothetical protein
LNBKKNJO_04711	CDS	450				hypothetical protein
LNBKKNJO_04712	CDS	432				hypothetical protein
LNBKKNJO_04713	CDS	438				hypothetical protein
LNBKKNJO_04714	CDS	504				hypothetical protein
LNBKKNJO_04715	CDS	1311				hypothetical protein
LNBKKNJO_04716	CDS	774				hypothetical protein
LNBKKNJO_04717	CDS	144				hypothetical protein
LNBKKNJO_04718	CDS	186	lipY_2	3.1.1.3		Triacylglycerol lipase
LNBKKNJO_04719	CDS	273				hypothetical protein
LNBKKNJO_04720	CDS	615				hypothetical protein
LNBKKNJO_04721	CDS	1269	pimE	2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase
